transaction_id,amount,timestamp,card_id,device_id,ip_address,merchant_id,geo_location,is_fraud
TXN000040,257.39,2026-07-31 05:44:44,C411120,D26828,144.195.224.7,M0043,"13.2325,77.2823",0
TXN000041,245.26,2026-07-31 06:04:30,C146542,D68878,112.239.140.45,M0010,"13.5,80.1773",0
TXN000042,45680.37,2026-07-31 06:04:33,C320392,D19880,52.19.74.7,M0042,"22.8417,72.9773",1
TXN000043,2139.27,2026-07-31 06:33:33,C152657,D30969,116.52.48.139,M0024,"16.9831,78.4749",0
TXN000044,835.96,2026-07-31 07:03:33,C910891,D71993,205.19.7.56,M0003,"13.0161,77.8039",0
TXN000045,1161.31,2026-07-31 07:29:31,C587115,D37460,11.234.190.220,M0023,"22.8748,72.1145",0
TXN000046,365.98,2026-07-31 07:42:22,C789305,D56566,14.136.199.1,M0018,"12.8813,78.0728",0
TXN000047,548.88,2026-07-31 07:59:31,C687080,D22156,9.179.219.213,M0023,"29.0768,77.4444",0
TXN000048,442.58,2026-07-31 08:55:16,C820221,D54313,131.230.186.146,M0045,"18.2295,73.4871",0
TXN000049,612.25,2026-07-31 10:23:51,C598216,D70589,174.107.142.27,M0040,"12.7645,80.2748",0
TXN000050,3687.37,2026-07-31 10:56:37,C197923,D93810,2.196.113.186,M0010,"12.7595,77.5874",0
TXN000051,219.21,2026-07-31 11:01:54,C265409,D79163,26.79.221.159,M0026,"28.314,77.4862",0
TXN000052,1455.16,2026-07-31 11:04:52,C679364,D80381,69.32.139.212,M0047,"12.984,77.1988",0
TXN000053,181.03,2026-07-31 11:46:46,C564071,D82512,47.193.254.5,M0034,"13.28,77.9182",0
TXN000054,988.51,2026-07-31 12:13:46,C557592,D54597,116.52.48.139,M0033,"23.1615,72.1528",0
TXN000055,319.49,2026-07-31 12:40:12,C299312,D59797,58.79.127.239,M0026,"23.1268,72.7014",0
TXN000056,260.54,2026-07-31 13:19:07,C379766,D31319,10.30.138.198,M0025,"12.8393,80.7336",0
TXN000057,191.28,2026-07-31 13:49:38,C662262,D80284,58.2.22.79,M0029,"29.0997,77.5691",0
TXN000058,360.71,2026-07-31 14:23:12,C221035,D98039,11.234.190.220,M0015,"28.6232,77.2018",0
TXN000059,143.41,2026-07-31 14:48:30,C225710,D98696,111.17.194.28,M0005,"13.1638,77.1569",0
TXN000060,702.04,2026-07-31 14:50:08,C688153,D55082,106.149.180.113,M0036,"17.3175,78.2985",0
TXN000061,402.93,2026-07-31 15:29:21,C724377,D69638,12.4.151.183,M0046,"19.1517,72.5038",0
TXN000062,479.57,2026-07-31 15:51:18,C629959,D46048,180.249.109.229,M0024,"18.4286,73.3721",0
TXN000063,332.56,2026-07-31 16:27:42,C390120,D34957,7.200.7.191,M0043,"28.7863,76.9737",0
TXN000064,134.41,2026-07-31 16:38:59,C787926,D18326,3.173.150.154,M0012,"18.7052,73.3318",0
TXN000065,202.98,2026-07-31 16:41:02,C361303,D40007,135.249.220.117,M0022,"12.9249,80.7521",0
TXN000066,459.63,2026-07-31 17:01:15,C888387,D59672,7.107.231.30,M0011,"18.6564,73.7449",0
TXN000067,826.22,2026-07-31 18:32:25,C521947,D71953,4.1.43.214,M0003,"23.0047,88.429",0
TXN000068,1180.82,2026-07-31 18:37:22,C265080,D11504,83.51.38.240,M0039,"12.8714,80.1264",0
TXN000069,136.97,2026-07-31 19:01:20,C943170,D31174,121.176.23.197,M0009,"13.0454,80.0721",0
TXN000070,534.24,2026-07-31 19:06:16,C240814,D40021,138.243.239.128,M0026,"18.5741,73.8984",0
TXN000071,722.79,2026-07-31 19:31:21,C946305,D33416,215.147.90.41,M0004,"28.2831,76.842",0
TXN000072,277.56,2026-07-31 19:32:09,C708792,D82357,141.182.14.78,M0046,"23.1161,72.7505",0
TXN000073,692.24,2026-07-31 20:28:47,C768061,D41571,58.79.127.239,M0036,"29.0667,76.7818",0
TXN000074,954.74,2026-07-31 20:36:34,C266931,D80855,185.156.61.114,M0017,"13.3061,80.3064",0
TXN000075,221.99,2026-07-31 20:42:07,C288073,D54313,44.42.64.43,M0004,"17.2659,78.9566",0
TXN000076,4489.15,2026-07-31 20:45:58,C539589,D47388,113.163.209.250,M0040,"18.6791,74.2883",0
TXN000077,4268.33,2026-07-31 20:58:02,C871711,D40021,204.212.37.40,M0019,"12.6967,80.4146",0
TXN000078,345.72,2026-07-31 21:28:58,C415568,D40021,128.117.208.149,M0039,"18.9035,72.4975",0
TXN000079,1044.08,2026-07-31 21:48:57,C348237,D72296,169.227.59.103,M0028,"18.7967,72.5158",0
TXN000080,416.07,2026-07-31 22:14:24,C329471,D59615,65.88.160.22,M0032,"18.9085,73.682",0
TXN000081,1427.01,2026-07-31 22:27:26,C664607,D23947,210.133.45.128,M0025,"22.7861,72.3505",0
TXN000082,4272.55,2026-07-31 22:45:58,C225710,D22676,128.117.208.149,M0039,"23.1501,72.6557",0
TXN000083,541.46,2026-07-31 23:04:32,C217308,D61856,218.17.215.90,M0012,"13.574,80.3152",0
TXN000084,669.1,2026-07-31 23:21:01,C320392,D14117,115.11.24.126,M0033,"28.4693,77.2654",0
TXN000085,605.24,2026-07-31 23:22:25,C265080,D48469,87.59.19.173,M0012,"12.7601,80.3157",0
TXN000086,595.54,2026-07-31 23:49:24,C212235,D21915,85.183.34.65,M0016,"19.1455,73.2101",0
TXN000087,1169.44,2026-08-01 00:23:25,C282480,D28131,204.236.56.75,M0015,"28.8843,76.6747",0
TXN000088,1614.42,2026-08-01 00:29:24,C429164,D19116,183.214.39.114,M0020,"19.0773,72.4279",0
TXN000089,3003.8,2026-08-01 00:46:43,C879779,D62581,60.11.55.72,M0022,"13.1557,80.0959",0
TXN000090,894.43,2026-08-01 00:53:33,C282480,D76542,182.131.222.129,M0035,"18.8257,72.6409",0
TXN000091,4101.97,2026-08-01 01:06:44,C294851,D70142,159.69.80.225,M0031,"18.5668,74.3237",0
TXN000092,4658.94,2026-08-01 02:40:26,C378361,D23396,215.147.90.41,M0050,"22.8033,88.3291",0
TXN000093,1267.28,2026-08-01 05:11:12,C725550,D73653,52.19.74.7,M0002,"28.7808,76.6698",0
TXN000094,1723.33,2026-08-01 05:11:12,C528231,D21226,128.128.44.124,M0033,"18.8349,73.6386",0
TXN000095,216.56,2026-08-01 05:26:25,C887443,D22224,199.191.48.248,M0047,"22.1792,88.2307",0
TXN000096,46176.73,2026-08-01 05:53:08,C125990,D38893,123.163.219.109,M0032,"17.6824,78.7068",1
TXN000097,1090.02,2026-08-01 06:42:37,C580547,D17100,183.214.39.114,M0034,"22.8698,72.6519",0
TXN000098,534.84,2026-08-01 06:49:37,C159942,D11934,87.59.19.173,M0035,"18.3577,73.376",0
TXN000099,2270.42,2026-08-01 08:29:52,C413921,D79514,109.175.48.85,M0049,"12.885,80.03",0
TXN000100,1249.06,2026-08-01 08:39:41,C287241,D10942,77.254.42.34,M0011,"23.0578,72.7067",0
TXN000101,539.72,2026-08-01 08:47:41,C563638,D39256,215.147.90.41,M0050,"13.2915,79.7791",0
TXN000102,389.18,2026-08-01 09:13:26,C742412,D79822,17.187.197.52,M0026,"18.7494,74.2184",0
TXN000103,74.28,2026-08-01 09:55:40,C238890,D92719,179.254.147.111,M0031,"17.6325,78.0234",0
TXN000104,209.44,2026-08-01 11:50:44,C707040,D98259,185.156.61.114,M0023,"12.9169,77.6094",0
TXN000105,933.29,2026-08-01 12:20:38,C163918,D82512,88.80.186.159,M0031,"19.169,72.7692",0
TXN000106,322.11,2026-08-01 12:27:56,C501124,D53309,65.88.160.22,M0025,"19.1311,72.9657",0
TXN000107,561.34,2026-08-01 12:47:12,C159942,D51347,112.108.176.251,M0047,"22.7907,72.4325",0
TXN000108,347.49,2026-08-01 14:11:31,C789305,D87236,194.182.240.132,M0039,"22.7803,88.6525",0
TXN000109,103.34,2026-08-01 15:11:01,C992697,D24621,49.211.175.6,M0007,"17.089,78.8132",0
TXN000110,1954.52,2026-08-01 15:22:10,C854377,D38746,77.164.81.250,M0037,"17.6159,78.4067",0
TXN000111,472.34,2026-08-01 15:28:42,C146542,D17716,213.68.181.17,M0018,"22.0871,88.2145",0
TXN000112,109.52,2026-08-01 16:11:53,C373432,D21395,115.23.15.67,M0009,"19.465,72.947",0
TXN000113,736.62,2026-08-01 16:19:44,C204837,D17716,2.114.143.17,M0034,"16.8892,78.6571",0
TXN000114,2498.05,2026-08-01 16:29:54,C377312,D31643,205.162.82.165,M0007,"22.1179,88.2385",0
TXN000115,235.37,2026-08-01 17:44:34,C850981,D20458,148.27.150.166,M0015,"13.3533,77.9087",0
TXN000116,817.93,2026-08-01 18:04:34,C654634,D51347,4.1.43.214,M0025,"18.6372,74.0996",0
TXN000117,493.44,2026-08-01 18:30:16,C854717,D38864,133.144.103.224,M0019,"18.6978,73.7852",0
TXN000118,1128.71,2026-08-01 19:36:47,C410016,D50857,217.215.39.223,M0006,"22.7175,72.9618",0
TXN000119,649.25,2026-08-01 19:49:18,C924629,D70637,189.44.193.21,M0023,"17.58,78.8468",0
TXN000120,213.33,2026-08-01 20:12:40,C346629,D10074,106.143.73.72,M0043,"13.5592,80.7254",0
TXN000121,584.7,2026-08-01 20:29:09,C238890,D48469,112.239.140.45,M0027,"17.005,78.2988",0
TXN000122,2676.66,2026-08-01 20:35:48,C324082,D83579,45.115.162.16,M0034,"28.7399,76.6928",0
TXN000123,458.09,2026-08-01 20:43:21,C550664,D71348,106.143.73.72,M0046,"12.6226,80.133",0
TXN000124,159.47,2026-08-01 20:47:37,C523389,D76237,201.82.31.245,M0010,"12.7121,77.767",0
TXN000125,274.14,2026-08-01 21:06:22,C417212,D23434,64.241.202.234,M0042,"13.5235,79.9455",0
TXN000126,935.05,2026-08-01 21:50:24,C287241,D63354,144.195.224.7,M0026,"18.9976,73.7636",0
TXN000127,147.21,2026-08-01 21:54:43,C776856,D38016,181.27.237.216,M0023,"22.4311,87.9798",0
TXN000128,375.78,2026-08-01 23:16:23,C664607,D80678,61.4.172.164,M0047,"22.1775,88.1059",0
TXN000129,176.06,2026-08-01 23:30:01,C451470,D66155,130.8.186.60,M0018,"29.144,76.9455",0
TXN000130,1182.6,2026-08-02 00:21:35,C462479,D86622,194.242.13.119,M0041,"13.1897,78.0501",0
TXN000131,230.15,2026-08-02 00:41:55,C789305,D22899,5.31.23.229,M0030,"28.4733,76.9798",0
TXN000132,1152.07,2026-08-02 01:38:36,C629959,D86622,194.182.240.132,M0044,"22.7877,88.4571",0
TXN000133,228.17,2026-08-02 01:55:33,C171262,D26828,78.149.226.163,M0001,"23.1665,72.4524",0
TXN000134,29118.17,2026-08-02 03:30:37,C237174,D42098,216.238.151.139,M0033,"18.8626,73.566",1
TXN000135,395.99,2026-08-02 04:26:59,C974224,D21226,116.115.120.25,M0003,"22.4008,88.073",0
TXN000136,693.77,2026-08-02 04:33:32,C371782,D12552,119.145.76.18,M0047,"29.0035,77.2304",0
TXN000137,219.11,2026-08-02 05:29:33,C550770,D51347,109.175.48.85,M0007,"19.292,72.985",0
TXN000138,793.28,2026-08-02 05:55:12,C153266,D31579,5.31.23.229,M0015,"17.223,78.3623",0
TXN000139,1374.06,2026-08-02 06:48:01,C239816,D30032,141.182.14.78,M0016,"22.1427,87.9205",0
TXN000140,52576.86,2026-08-02 06:53:14,C853240,D41195,121.176.23.197,M0039,"22.5276,88.6174",1
TXN000141,939.12,2026-08-02 07:33:46,C664607,D65519,9.116.93.109,M0040,"22.7189,73.0228",0
TXN000142,1237.38,2026-08-02 07:44:48,C378517,D22156,130.8.186.60,M0050,"18.2573,73.4537",0
TXN000143,788.15,2026-08-02 08:30:06,C517821,D55082,132.145.219.213,M0047,"18.8135,72.751",0
TXN000144,283.67,2026-08-02 09:09:16,C141832,D36062,110.18.63.223,M0032,"18.9086,73.5559",0
TXN000145,1123.22,2026-08-02 10:05:20,C710805,D69470,94.131.179.250,M0039,"28.6031,76.6573",0
TXN000146,162.02,2026-08-02 10:39:14,C810219,D42325,148.27.150.166,M0017,"28.6939,77.1312",0
TXN000147,197.46,2026-08-02 11:32:54,C945687,D80010,82.195.110.208,M0049,"12.6142,77.9847",0
TXN000148,359.68,2026-08-02 11:57:16,C629959,D41195,194.205.250.139,M0017,"28.8907,76.717",0
TXN000149,307.41,2026-08-02 12:14:47,C812526,D59615,56.67.234.143,M0041,"22.8678,88.1347",0
TXN000150,929.86,2026-08-02 13:06:10,C799287,D70637,183.214.39.114,M0041,"29.0928,77.1056",0
TXN000151,3845.95,2026-08-02 13:27:58,C323508,D38016,61.93.212.42,M0021,"13.4623,77.8513",0
TXN000152,4461.73,2026-08-02 13:30:35,C356150,D22899,88.80.186.159,M0026,"22.6763,72.9576",0
TXN000153,194.39,2026-08-02 14:01:01,C528231,D30969,217.140.220.21,M0050,"13.3236,77.6538",0
TXN000154,446.47,2026-08-02 14:29:27,C578634,D60432,128.117.208.149,M0016,"23.2935,72.5652",0
TXN000155,2777.92,2026-08-02 14:30:19,C432711,D46509,194.182.240.132,M0025,"18.4236,74.1091",0
TXN000156,29432.32,2026-08-02 14:30:43,C550770,D82063,135.84.208.210,M0047,"22.3184,88.7787",1
TXN000157,20093.31,2026-08-02 14:31:01,C550770,D82063,76.156.57.62,M0047,"22.3184,88.7787",1
TXN000158,28987.49,2026-08-02 14:31:30,C550770,D82063,45.115.162.16,M0047,"22.3184,88.7787",1
TXN000159,10822.13,2026-08-02 14:31:44,C550770,D82063,204.236.56.75,M0047,"22.3184,88.7787",1
TXN000160,33419.5,2026-08-02 14:31:51,C550770,D82063,166.107.43.197,M0047,"22.3184,88.7787",1
TXN000161,47851.88,2026-08-02 14:32:00,C550770,D82063,109.175.48.85,M0047,"22.3184,88.7787",1
TXN000162,492.68,2026-08-02 14:40:47,C792094,D17716,186.226.183.173,M0006,"13.3475,79.9455",0
TXN000163,25986.04,2026-08-02 15:16:24,C265409,D50857,69.32.139.212,M0006,"22.6977,88.8101",1
TXN000164,307.02,2026-08-02 15:26:12,C703634,D76540,201.13.181.219,M0050,"17.7754,78.5636",0
TXN000165,671.47,2026-08-02 15:32:12,C796101,D99733,139.35.67.145,M0007,"28.2753,77.1764",0
TXN000166,2235.36,2026-08-02 16:00:07,C285652,D46421,149.198.170.29,M0027,"22.827,73.0543",0
TXN000167,3157.0,2026-08-02 16:25:10,C176066,D42742,56.252.171.137,M0031,"18.047,74.0919",0
TXN000168,2132.46,2026-08-02 16:29:26,C547470,D88504,91.211.49.166,M0019,"23.1843,72.7051",0
TXN000169,290.65,2026-08-02 16:44:48,C262060,D24662,183.214.39.114,M0012,"22.3012,88.5356",0
TXN000170,1423.54,2026-08-02 16:53:31,C821024,D59615,201.13.181.219,M0009,"22.2247,88.3042",0
TXN000171,663.31,2026-08-02 16:59:53,C643118,D54313,61.4.172.164,M0011,"18.5333,73.6776",0
TXN000172,211.37,2026-08-02 17:10:38,C482364,D84341,70.102.23.197,M0046,"22.6486,72.2013",0
TXN000173,2883.83,2026-08-02 17:23:04,C802258,D94696,147.66.195.70,M0050,"28.437,76.7593",0
TXN000174,4879.67,2026-08-02 17:53:45,C905819,D99593,72.239.180.7,M0016,"12.8864,77.4819",0
TXN000175,705.11,2026-08-02 18:53:24,C503906,D18392,189.44.193.21,M0011,"22.6852,88.7376",0
TXN000176,919.47,2026-08-02 18:59:04,C265409,D73092,217.140.220.21,M0037,"18.7535,73.4883",0
TXN000177,25153.29,2026-08-02 19:04:33,C178898,D11504,204.236.56.75,M0013,"18.1813,74.057",1
TXN000178,447.5,2026-08-02 19:12:54,C161324,D46509,34.141.163.57,M0017,"22.6839,88.2349",0
TXN000179,239.23,2026-08-02 19:31:34,C887443,D85674,142.186.51.36,M0035,"19.5181,72.676",0
TXN000180,32132.74,2026-08-02 19:37:52,C557239,D80284,128.128.44.124,M0023,"22.0946,88.6666",1
TXN000181,469.88,2026-08-02 19:45:09,C772642,D93810,34.141.163.57,M0023,"12.6162,80.3406",0
TXN000182,998.72,2026-08-02 19:59:25,C125611,D34931,200.169.23.10,M0046,"18.5975,73.7138",0
TXN000183,332.9,2026-08-02 20:20:35,C534572,D42098,179.254.147.111,M0001,"12.8174,77.7657",0
TXN000184,674.74,2026-08-02 20:28:18,C374680,D82132,17.187.197.52,M0030,"13.3304,77.7715",0
TXN000185,4103.41,2026-08-02 20:45:53,C557239,D42087,132.115.151.116,M0037,"18.8009,73.6315",0
TXN000186,581.0,2026-08-02 20:47:41,C333238,D62350,10.30.138.198,M0045,"13.4367,80.2098",0
TXN000187,4923.31,2026-08-02 21:14:13,C745414,D41850,210.133.45.128,M0003,"19.3013,72.8644",0
TXN000188,3408.23,2026-08-02 21:41:08,C442027,D84341,112.131.123.138,M0020,"13.1461,80.3953",0
TXN000189,994.18,2026-08-02 21:41:10,C618392,D86484,194.242.13.119,M0016,"23.0183,88.1768",0
TXN000190,1558.5,2026-08-02 22:00:24,C725550,D44718,130.199.228.88,M0043,"16.9523,78.2547",0
TXN000191,265.01,2026-08-02 22:18:26,C442027,D59823,154.212.148.184,M0023,"19.1325,72.7363",0
TXN000192,397.25,2026-08-02 22:42:43,C338651,D80010,47.193.254.5,M0009,"17.0555,78.0518",0
TXN000193,1332.75,2026-08-02 23:53:15,C703634,D37760,118.85.35.138,M0010,"17.218,78.6562",0
TXN000194,990.74,2026-08-02 23:58:32,C545798,D41850,17.187.197.52,M0045,"12.9854,80.2903",0
TXN000195,419.01,2026-08-03 00:06:25,C159942,D31798,180.249.109.229,M0001,"18.7166,72.8633",0
TXN000196,1967.42,2026-08-03 00:38:03,C429445,D21395,124.220.123.53,M0045,"18.783,72.8943",0
TXN000197,644.87,2026-08-03 00:49:36,C277934,D22280,18.82.69.240,M0041,"13.3826,80.1959",0
TXN000198,725.84,2026-08-03 01:13:12,C821024,D22224,44.42.64.43,M0047,"17.4452,78.9235",0
TXN000199,542.55,2026-08-03 01:27:41,C212235,D89840,210.133.45.128,M0009,"18.8934,73.5256",0
TXN000200,716.79,2026-08-03 02:20:28,C785743,D77391,7.107.231.30,M0046,"18.4854,74.2041",0
TXN000201,274.18,2026-08-03 05:13:44,C763686,D42098,199.191.48.248,M0027,"13.4034,77.4916",0
TXN000202,605.81,2026-08-03 05:21:35,C790855,D71953,19.179.94.203,M0043,"22.8117,72.9715",0
TXN000203,377.47,2026-08-03 06:51:02,C888387,D75612,144.195.224.7,M0028,"12.9319,77.3122",0
TXN000204,882.31,2026-08-03 07:00:23,C975136,D73092,199.191.48.248,M0048,"23.1839,72.2566",0
TXN000205,1982.26,2026-08-03 07:16:53,C557592,D81482,14.136.199.1,M0035,"18.5405,73.9034",0
TXN000206,165.34,2026-08-03 07:17:09,C284430,D99593,135.249.220.117,M0025,"28.9109,76.7695",0
TXN000207,268.1,2026-08-03 07:22:35,C958179,D61856,113.163.209.250,M0041,"17.0262,78.5576",0
TXN000208,290.5,2026-08-03 07:28:43,C654634,D50306,115.11.24.126,M0028,"12.8676,77.2276",0
TXN000209,876.13,2026-08-03 07:46:41,C101773,D97684,189.181.186.216,M0047,"23.3231,72.2716",0
TXN000210,1173.73,2026-08-03 08:06:18,C431535,D19305,76.156.57.62,M0001,"12.4853,77.343",0
TXN000211,116.97,2026-08-03 08:23:23,C335552,D63269,108.63.89.168,M0005,"19.1931,73.2277",0
TXN000212,234.51,2026-08-03 08:55:54,C989545,D30926,108.63.89.168,M0009,"22.5595,72.6677",0
TXN000213,569.17,2026-08-03 09:53:26,C663750,D47388,147.66.195.70,M0012,"13.5406,80.3004",0
TXN000214,2823.87,2026-08-03 10:33:20,C559469,D76542,201.82.31.245,M0032,"22.7638,88.0315",0
TXN000215,1427.53,2026-08-03 10:33:47,C802258,D89818,219.211.42.122,M0038,"18.6439,73.488",0
TXN000216,350.81,2026-08-03 11:56:05,C934692,D25014,143.13.148.165,M0041,"22.8101,72.3782",0
TXN000217,3498.67,2026-08-03 12:08:32,C612262,D10282,142.186.51.36,M0037,"18.8502,73.3617",0
TXN000218,1656.46,2026-08-03 12:16:13,C294851,D36365,77.164.81.250,M0019,"19.1999,72.9047",0
TXN000219,969.8,2026-08-03 12:18:32,C749468,D18326,85.183.34.65,M0046,"17.1216,78.4702",0
TXN000220,1115.07,2026-08-03 12:36:08,C802448,D36365,65.88.160.22,M0042,"29.1652,76.7512",0
TXN000221,2532.39,2026-08-03 12:56:45,C101773,D40161,131.148.124.195,M0020,"22.2866,88.1472",0
TXN000222,1452.97,2026-08-03 13:21:58,C265080,D91070,213.68.181.17,M0012,"22.5604,87.9462",0
TXN000223,57585.12,2026-08-03 13:37:22,C888387,D54313,82.195.110.208,M0036,"12.7508,80.283",1
TXN000224,463.21,2026-08-03 13:41:42,C348237,D20322,202.172.86.30,M0015,"12.6061,80.5269",0
TXN000225,193.78,2026-08-03 13:45:18,C830429,D16006,112.108.176.251,M0030,"13.1504,80.35",0
TXN000226,422.51,2026-08-03 13:56:24,C415568,D42325,77.254.42.34,M0002,"18.8228,73.6979",0
TXN000227,112.9,2026-08-03 14:20:00,C688153,D65444,138.243.239.128,M0026,"18.0423,73.6577",0
TXN000228,210.57,2026-08-03 15:18:44,C185965,D22363,124.224.226.204,M0012,"12.8855,80.3032",0
TXN000229,1402.2,2026-08-03 15:29:47,C418635,D80284,77.164.81.250,M0009,"17.865,78.5886",0
TXN000230,468.71,2026-08-03 15:49:00,C618392,D59009,141.182.14.78,M0026,"17.8121,78.9566",0
TXN000231,382.74,2026-08-03 16:02:40,C379766,D24371,14.136.199.1,M0002,"23.2448,72.7914",0
TXN000232,800.87,2026-08-03 16:08:44,C946305,D41195,193.79.33.157,M0048,"22.6146,72.6704",0
TXN000233,1398.09,2026-08-03 17:17:07,C188914,D63269,204.140.226.117,M0007,"13.2444,77.3315",0
TXN000234,3368.34,2026-08-03 17:44:46,C852470,D65519,28.213.82.112,M0049,"29.1159,76.7491",0
TXN000235,1287.84,2026-08-03 17:47:54,C871711,D25860,28.213.82.112,M0003,"28.7568,76.9747",0
TXN000236,6636.97,2026-08-03 18:06:51,C204837,D39871,133.144.103.224,M0004,"23.0284,72.9121",0
TXN000237,35043.83,2026-08-03 19:54:46,C765046,D38893,45.115.162.16,M0012,"13.2058,80.1268",1
TXN000238,638.31,2026-08-03 19:56:38,C854377,D57819,131.230.186.146,M0011,"23.4803,73.0141",0
TXN000239,1368.49,2026-08-03 20:06:49,C148458,D50306,116.52.48.139,M0042,"28.5311,77.2701",0
TXN000240,635.33,2026-08-03 20:12:01,C799287,D18834,115.23.15.67,M0043,"22.8277,88.4505",0
TXN000241,2727.26,2026-08-03 21:58:05,C824586,D63269,144.195.224.7,M0023,"28.4866,76.9556",0
TXN000242,930.82,2026-08-03 22:33:56,C539589,D76784,130.139.32.159,M0041,"28.6632,76.9058",0
TXN000243,6506.12,2026-08-03 23:07:55,C696750,D98259,83.51.38.240,M0011,"18.426,73.5259",0
TXN000244,96.19,2026-08-03 23:40:14,C373432,D69177,112.128.170.223,M0046,"12.6248,79.7886",0
TXN000245,228.01,2026-08-04 00:12:44,C945742,D66985,61.93.212.42,M0018,"18.8024,74.0654",0
TXN000246,1734.5,2026-08-04 00:54:23,C674485,D40161,123.125.11.185,M0021,"17.5736,78.24",0
TXN000247,349.96,2026-08-04 01:48:47,C765046,D49117,163.11.235.69,M0018,"13.1241,79.8567",0
